,Comments,Emotion
4329,do you want to tell the truth or do you want to do good for tdp? up 24x7 channel,Negative
4330,prajalu meeku {ap24×7}&cbn ku verrivalluga kanabadu tunnara mari ee 4 1/2 year ekkada padukunnaru,Negative
4331,jai kaban is full of tea,Positive
4332,excellent cm sir,Positive
4333,your channel also joined in yellow club,Positive
4334,uday kumar garu aasti antha bhinami perlu meeda vunte modi mathram yemi cheyagaladu? anduke cbn binami lani susana chowdiri cm ramesh e t c lini target chesadukada anduke ga c b i ni state lo ki allow cheyyaledu,Negative
4335,"when the elections were near, they remembered what happened",Positive
4336,that is chandrababu jai chandrababu jai tdp,Positive
4337,oprah yellow media,Positive
4338,"those who live the poorest of all, the farmers, do anything for them.",Negative
4339,damm great politician cbn,Positive
4340,jagans formula jai jagan copy master,Positive
4341,are picchi pulihora party lanjakodukullara meeru maaararara andhra prajalu we bolli kukka ki vote veste modda gudisipoinatte ippatikaina telusukondi ra picchi pulka lambdikodukullara !!!!,Negative
4342,don't trust election tricks babu,Negative
4343,next seam pawan kalyan who made 2019 seam janasena,Positive
4344,yellow media struggles for yellow victory,Positive
4345,babu is the great,Positive
4346,you have to take power somehow babu&batch will make sure you don't come to power anyway we&people vote_for_fan,Negative
4347,from tomorrow our world will be ruled by babu,Positive
4348,"i think our @ncbn is in the front row among those who follow every word of ys jaganna - babu says cold storage - today he says 2 thousand pension - special status is also the same story - tax waiver for autos, tractors and many more",Negative
4349,anna malli new ravalli jaii tdp jai chandra jai ​​ntr,Positive
4350,jai tdp is not for winning but for majority,Positive
4351,no one going to believe cbn this time,Negative
4352,born and built,Positive
4353,"after the cabin election, not a single guarantee will be implemented",Negative
4354,india no 1 cm,Negative
4355,jalaganna cries and so do you,Positive
4356,they are giving now because the elections are coming,Positive
4357,jai chandra babu naidu garu jai telugu desam party app abhivriddi ki chandra babu naidu should be seamed again and tdp should win with an absolute majority.,Positive
4358,people also thought very well this time,Positive
4359,"great cabin deficit than kcr, even in the budget they are announcing loan waiver of 15 lux but kcr has done 1 lux, pension is also 2000 great but kcr is not recognized.",Neutral
4360,jagan was beaten,Negative
4361,jai cbn great sir,Positive
4362,raboidhe mana tdp,Positive
4363,blockbuster,Positive
4364,jana senathi will go back and we will not be able to withstand the arrows that he shoots,Negative
4365,"my grandmother is full of happiness in the cabin, whatever it is that benefits the people",Positive
4366,ani chepina next ap cm jagan,Negative
4367,vote for cycle,Positive
4368,"car - made in andhra (kia ) bus - made in andhra (ashok leyland) bike - made in andhra (hero) tires - made in andhra (apollo tyres) mobile - made in andhra (xioami asus micromax celkon&karbonn) all in just four years 'nara chandra babu naidu' ceo of andhra pradesh in 2014, the state with a deficit of fifteen thousand crores, a lot of debt and no capital has imposed a single tax?? did he increase a charge? he increased the salaries by 10%, waived off loans of 24,000 crores, increased pensions from 500 to 1500, gave insurance to a few lakh people, did not stop one scheme, introduced new schemes, brought 626 industries, provided jobs, provided 24 hours electricity, built 15 projects, provided water to farms, gave 340 tmc water to rayalaseema in four years. he is running polavaram, giving money to poor shepherds, brahmins to do business, collecting fees for their children to study abroad, giving pension to old people, collecting 33000 acres for the capital, building more than 300 rice canteens, feeding 2 lakh hungry people every day, building roads in the villages, lighting the lights, cleaning the towns, bringing world famous companies jobs to the state. now we are the fastest growing state in the country. we were afraid of what will happen to us. now we have the courage to say no. that courage is called chandrababu ap. they are not mad. chandrababu's courage will not be put aside and they will not be called as corrupt and mad as our clansmen.",Negative
4369,"do you remember when there were still two months before chandrababu's election, i was afraid of jagan",Negative
4370,it is a political game how chandrababu is offering head of election if he really wants should have offered when he elected as chief minister don't trap his cheat politics,Positive
4371,cheysi chupinchanndi naya kudu ma chandra anna chepavaru cheputhu vunday vunko party vadhu ma chandra anna iconic future of our a p jai cbn garu next also always our cbn,Positive
4372,that is cm,Positive
4373,"if the child knows that this is an election stunt, i will not believe you",Negative
4374,where did u go 4 9 year now u declare 2 thousand rupees d u have common sense what the people think of u,Negative
4375,great cbn sir,Positive
4376,don't trust anyone in such a fraud,Negative
4377,did you remember or dardurda in 5 years lost?,Negative
4378,we love you babu,Positive
4379,"a poor man's party is not a lunch, there are many parties that cheat the elders, but the poor man is a party, that is poverty.",Negative
4380,model 3000 ichi model 5yrs plan,Positive
4381,run your channel if you stop making money,Negative
4382,give money to agri gold sir before jai tdp jai balayya cleared agri gold your victory is yours,Negative
4383,intiki oka job ekkada lekunte inka echo cheparu adi ekkada kanapaladedu naku telisi natho kalupukoni na chutupakkala chala mandi job lekunda unaru mari miru ichina hamee evariki icharu chusukovali,Positive
4384,"if chandrababu doesn't win in 2019, he will definitely go to andaman jail, his crimes are many, so he will tell any number of lies to win, people should take note.",Positive
4385,sometimes they deceive that the cabin does not have real life except for the vote,Positive
4386,"no matter how many promises chandrababu makes, don't believe him. he did not fulfill any of his many promises like unemployment benefits in 2014. he did not answer the jfc committee. he did not answer the cag report. he is cheating people",Negative
4387,"pawan arranged with babu to beat jagan that jagan would give 2000, anyway babu copied.",Negative
4388,super cb gal,Positive
4389,tdp 130 to 145 win,Positive
4390,what is the condition of workers?,Positive
4391,it is enough to leave the job and stay in public,Neutral
4392,jagan redi nuv redi na babu up to 3000 thousand,Negative
4393,i am not confident that any schemes will come after the elections,Neutral
4394,the great manipulation cm ever to ap,Positive
4395,nee bonda ra nee bonda jai ​​jagan anna next cm jagan anna,Negative
4396,copyright,Negative
4397,it's a political game,Positive
4398,jagan's pedda dabbe,Positive
4399,cheater no vote,Negative
4400,jagan said he made the cabin,Positive
4401,people have to survive on their own but not in desperation,Positive
4402,what did the people really do in this 4 virus sebum that is why there are elections now?,Negative
4403,a leader with cabin vision,Positive
4404,"babu, please increase the unemployment benefit too",Positive
4405,yellow media cabin chanka nakura wedhava news up gaddam babu doesn't have much of a scene amma broker news 23 regain mlas and win with people,Negative
4406,donganatakalu,Positive
4407,"idi antha election <a href=""http://stunt cbn/"">stunt cbn</a> dochesina 100000 kotlu lo kukka ki biscuit vesinattu pinchanlu pencharu",Negative
4408,"y s jagan epudo cheppadu deeni gurinchi same copy kottadu cbn here is the proof <a href=""https://www facebook com/100009376713910/posts/2246239922365210/"">https://www facebook com/100009376713910/posts/2246239922365210/< /a>",Negative
4409,"a loafer who copied jagan's practical navaratna, chandrababu is a thief, a cheater, a corrupt loafer",Negative
4410,"because there are elections, dramas are being played. cm garu 4 seniors are sleeping and playing dramas.",Neutral
4411,cbn the new god of andhra pradesh,Positive
4412,"if our people are intelligent, they will not trust the cabin",Neutral
4413,"sir, how are you doing for the deficit budget state, you are really great",Positive
4414,these schemes to get votes will be erased in these 4 years,Positive
4415,oka senior politician ga ila copy lu kottadam pakkana pedit elections 4 months unnappudu ela cheyadam kevalam votes kosame pedavalle kavalannapudu meeru 2014 lo cheyali sir,Negative
4416,see how things are getting better muvvala teenk cm,Positive
4417,"what did they do in telangana? they said yes, mimd will do the same here too, wait",Negative
4418,"we got the loan, but the bills were not given and the debt settlement was not done",Negative
4419,your channel is also a hornet's nest,Positive
4420,it is not bongemi who won many stories,Positive
4421,hey cabin if you dare give good education good health besides who needs smart phones ra bolliga,Positive
4422,the yellow channels are being celebrated like no other to the cabin,Positive
4423,kabin gave a check to jagan and pawan once,Positive
4424,stop the background music of movie dialogues and say them in news news,Negative
4425,jagan gives more than that,Positive
4426,"not much of a scene. people are not crazy. like the ban on alcohol, when the elections are over, they will do it all again.",Neutral
4427,"jagan, who knows about jagan's cabin, took a step and said that he will do 3000 there",Positive
4428,cbn,Positive
4429,"no matter what you do, you will lose this time",Negative
4430,only for vote banking cbn is opportunistic man,Negative
4431,master of fraud,Negative
4432,"it is not known how much the impact of jagan's padayatra is on the people, but it is strong on chandrababu",Positive
